4.259550000190433505e-01,0.000000000000000000e+00,4.886078593553863092e-01
6.346707051282668433e-01,0.000000000000000000e+00,4.433224193286644521e-01
0.000000000000000000e+00,3.462529410487193426e-01,5.531568375885270727e-01
1.000000000000000000e+00,9.015469831597993089e-01,4.474940108879819078e-01
1.000000000000000000e+00,3.448296605472022658e-01,6.421173641061475035e-01
4.531604806247271355e-01,1.000000000000000000e+00,7.833139711989465237e-01
1.000000000000000000e+00,5.023086660255660085e-01,6.760724126898340902e-01
3.300972287756910317e-01,1.000000000000000000e+00,5.795819407248635757e-01
7.885998424246218885e-01,1.000000000000000000e+00,5.559978668262727242e-01
1.000000000000000000e+00,6.737834184670913329e-01,7.926516566165604516e-01
5.797013923549609871e-01,1.000000000000000000e+00,7.925942450778262760e-01
5.274848259438168485e-01,0.000000000000000000e+00,7.775608740846400302e-01
0.000000000000000000e+00,2.763714023988315116e-01,5.675977387971746779e-01
5.471118374827066422e-01,0.000000000000000000e+00,5.039236026223018472e-01
8.873671280768078429e-01,1.000000000000000000e+00,6.451958668098615179e-01
7.581495832626863329e-01,1.000000000000000000e+00,8.045183173341452498e-01
1.063936390872135540e-01,1.000000000000000000e+00,6.463349775852471613e-01
5.366876628521450865e-01,0.000000000000000000e+00,6.370817089267148958e-01
7.340122361468017775e-01,0.000000000000000000e+00,5.677454045646583847e-01
5.551115123125782702e-17,5.218969934391054499e-01,6.216895709526008007e-01
7.090441808577356841e-01,1.000000000000000000e+00,5.016050852386946257e-01
0.000000000000000000e+00,8.662893668593873997e-01,5.559859470154545624e-01
5.166006901411065444e-01,1.000000000000000000e+00,6.407642042844021724e-01
4.324927021188615939e-01,0.000000000000000000e+00,6.791100908359520849e-01
7.015219198613189544e-01,0.000000000000000000e+00,6.321046738832309941e-01
0.000000000000000000e+00,2.318331506706479139e-01,6.229976546660745962e-01
1.000000000000000000e+00,6.594397288291763415e-01,5.003760399182607399e-01
