5.106665233579223973e-01,4.546853963031967094e-01,0.000000000000000000e+00
6.329730134157161014e-01,3.294384417814545940e-01,0.000000000000000000e+00
5.540654184079208955e-01,5.385475869559711581e-01,0.000000000000000000e+00
5.154910859464824080e-01,3.663789684986747397e-01,0.000000000000000000e+00
3.345073695049387008e-01,5.968345418484354292e-01,0.000000000000000000e+00
5.509066061702094785e-01,3.873005259534715861e-01,0.000000000000000000e+00
5.494349586392046625e-01,4.477361330928374961e-01,0.000000000000000000e+00
3.011654637858583450e-01,4.882627437338191156e-01,0.000000000000000000e+00
5.247570578265314811e-01,3.186579214719252318e-01,0.000000000000000000e+00
5.656215557143785544e-01,4.897034505194113874e-01,0.000000000000000000e+00
5.407332165974869653e-01,2.375606019360089194e-01,0.000000000000000000e+00
7.225215621316473102e-01,4.339437602017723883e-01,0.000000000000000000e+00
3.450674055989017552e-01,4.110243881315395753e-01,5.551115123125782702e-17
6.149544698240836382e-01,5.330120163625681196e-01,0.000000000000000000e+00
3.179176680816197531e-01,5.281353497535444808e-01,0.000000000000000000e+00
4.249041414012211804e-01,4.180834859676954007e-01,0.000000000000000000e+00
7.021694373387084021e-01,4.498097675556115838e-01,0.000000000000000000e+00
4.038590613874458723e-01,5.440927138028581744e-01,0.000000000000000000e+00
4.832379166024221573e-01,2.957460337746477541e-01,0.000000000000000000e+00
4.335622507913525769e-01,4.403076292732599484e-01,0.000000000000000000e+00
6.136312135331997153e-01,3.344899617338012998e-01,0.000000000000000000e+00
7.506736528284693177e-01,6.266996977542207414e-01,0.000000000000000000e+00
3.941245035969316857e-01,4.622910204010618473e-01,0.000000000000000000e+00
5.316270830767438893e-01,7.487946961622343744e-01,0.000000000000000000e+00
4.016128179783113317e-01,5.930144851944462170e-01,0.000000000000000000e+00
5.839546613881061443e-01,3.116441277648809849e-01,0.000000000000000000e+00
4.211789923169155236e-01,4.650764248569381754e-01,0.000000000000000000e+00
6.191275493942480779e-01,5.961048263820836191e-01,0.000000000000000000e+00
5.883048709813892829e-01,5.176813375168219933e-01,0.000000000000000000e+00
3.926117267015626355e-01,5.796882847575088871e-01,0.000000000000000000e+00
5.922038994365019793e-01,4.457210925172448990e-01,0.000000000000000000e+00
3.377232992235302267e-01,5.369171086033205365e-01,0.000000000000000000e+00
