1.550480000000000018e+03,1.000000000000000000e+00,3.600000000001273015e-02,9.786496979562560547e+12
1.550490000000000009e+03,9.630736575490949081e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550500000000000000e+03,1.144840076993204336e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550509999999999991e+03,1.118343943842612820e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550519999999999982e+03,1.061250523005701218e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550529999999999973e+03,1.134594589648155738e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550539999999999964e+03,1.010832653631995148e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550550000000000182e+03,1.147689496088350358e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550559999999999945e+03,1.114126834815587719e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550570000000000164e+03,1.110564387822070120e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550579999999999927e+03,1.103703860674511095e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550590000000000146e+03,1.052059629525081252e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550599999999999909e+03,8.864565859768870348e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550610000000000127e+03,1.064260125363009513e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550619999999999891e+03,1.061487114442971391e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550630000000000109e+03,1.123643845323367696e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550639999999999873e+03,1.153409886589399802e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550650000000000091e+03,1.167294333168119591e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550659999999999854e+03,9.753806549689402194e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550670000000000073e+03,1.123710161192285950e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550680000000000064e+03,1.076086492714793508e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550690000000000055e+03,9.629275563284538375e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550700000000000045e+03,9.100451739456317801e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550710000000000036e+03,9.343887583870216229e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550720000000000027e+03,6.850783808455421786e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550730000000000018e+03,8.384862440053332255e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550740000000000009e+03,9.169003804094808530e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550750000000000000e+03,8.815196817572994448e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550759999999999991e+03,8.904804080617038098e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550769999999999982e+03,9.578184002264031882e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550779999999999973e+03,8.438389400918772099e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550789999999999964e+03,1.011747352937328870e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550800000000000182e+03,8.813850829902732942e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550809999999999945e+03,1.082283239346765180e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550820000000000164e+03,1.075430096461945650e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550829999999999927e+03,9.924675388780956897e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.550840000000000146e+03,1.117088294024361383e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550849999999999909e+03,1.179855416601516271e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550860000000000127e+03,1.111718895921654626e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550869999999999891e+03,1.121004035615512651e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550880000000000109e+03,1.138284394339394323e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550889999999999873e+03,1.039614641297481823e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550900000000000091e+03,1.057818874233829698e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550909999999999854e+03,1.112097743651566217e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550920000000000073e+03,1.090352726334745004e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550930000000000064e+03,1.057164438975507936e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550940000000000055e+03,1.010671235289889225e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550950000000000045e+03,1.150165005154409670e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550960000000000036e+03,1.004748719650182753e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550970000000000027e+03,1.019486580216843574e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550980000000000018e+03,1.214444689889020212e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.550990000000000009e+03,9.212187483869493931e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.551000000000000000e+03,1.020150412109553928e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.551009999999999991e+03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
