0.000000000000000000e+00,3.127562189677407511e-01,4.336281889466023776e-01
0.000000000000000000e+00,2.594320865027044398e-01,3.184014378351376906e-01
0.000000000000000000e+00,9.522977382012620673e-01,2.150503644843310691e-01
1.000000000000000000e+00,8.360925450679868032e-01,7.106801709848599158e-01
1.000000000000000000e+00,1.038941579900098389e-01,1.126822804251172289e-01
1.000000000000000000e+00,6.765895698108981282e-01,6.171349852006123848e-01
1.000000000000000000e+00,4.939082974086295152e-02,1.998566694037365588e-01
0.000000000000000000e+00,2.684950436121937845e-01,4.936651684776848237e-01
0.000000000000000000e+00,4.382062160202742085e-01,3.500816522489800797e-01
1.929719636486358358e-01,0.000000000000000000e+00,4.249361829174355121e-01
6.440410802151425029e-01,1.000000000000000000e+00,4.870063292183386405e-01
1.000000000000000000e+00,6.676267165973437390e-02,1.510891894528228752e-01
5.551115123125782702e-17,5.055486900030897734e-02,5.477407264207514448e-01
1.000000000000000000e+00,3.831193224314322632e-01,5.263973030359594407e-01
9.916955503695293883e-01,0.000000000000000000e+00,2.551389350548391999e-01
3.277641961958921435e-01,1.000000000000000000e+00,4.742573228216315218e-01
1.000000000000000000e+00,7.589076387738361573e-01,5.384012062757003170e-01
1.000000000000000000e+00,3.644537645369294587e-01,3.781381786016378976e-01
1.000000000000000000e+00,6.268016423553984806e-02,3.470676798856788814e-01
9.618905183976803608e-01,0.000000000000000000e+00,4.309530933254643870e-01
1.000000000000000000e+00,2.087701240493933796e-01,4.558433610981277861e-01
1.000000000000000000e+00,6.976016955355786031e-01,6.037085041353105197e-01
0.000000000000000000e+00,7.318748781957774563e-01,1.980975172599105938e-01
0.000000000000000000e+00,4.347050297708539013e-01,2.629334397668999790e-01
2.100807536384837193e-01,5.551115123125782702e-17,3.314160759906891185e-01
1.000000000000000000e+00,5.255553483011903282e-01,2.382899934243629114e-01
2.685570660163771883e-01,1.000000000000000000e+00,4.922686111299117151e-01
1.000000000000000000e+00,9.042427135359580870e-01,3.634018943193493278e-01
1.927307805561103704e-01,1.000000000000000000e+00,3.926515513052502016e-01
6.905372703062585549e-01,0.000000000000000000e+00,1.687249734000272339e-01
1.000000000000000000e+00,3.368985276904407078e-01,3.523018432613184148e-01
1.000000000000000000e+00,5.627691862017040192e-01,1.206990488199282258e-01
1.000000000000000000e+00,6.431461169007127721e-01,4.748250444891939370e-01
6.436945116793103550e-01,0.000000000000000000e+00,1.035209765298391593e-01
1.000000000000000000e+00,1.919616537178741589e-01,3.465663288319643653e-01
0.000000000000000000e+00,6.573623671658711531e-01,3.274227569111556879e-01
2.914344835471665562e-01,0.000000000000000000e+00,1.837162901605616239e-01
1.000000000000000000e+00,2.989041048118664667e-01,3.408803914132971791e-01
1.000000000000000000e+00,4.874983367180564242e-01,4.514597515471660549e-01
1.000000000000000000e+00,6.551626973463976489e-01,4.754201271802200868e-01
0.000000000000000000e+00,5.320580556748746304e-01,3.322202039163785203e-01
6.070576332377257689e-01,0.000000000000000000e+00,1.873269057968313667e-01
3.432204663622108187e-01,1.000000000000000000e+00,5.565446188212551659e-01
6.615122101207897565e-01,1.000000000000000000e+00,3.128929049810058594e-01
5.551115123125782702e-17,4.903223465562446259e-01,4.106611121118001195e-01
